ProfileName,ProfileArea,SettlementDate,CreationDT,Period01,Period02,Period03,Period04,Period05,Period06,Period07,Period08,Period09,Period10,Period11,Period12,Period13,Period14,Period15,Period16,Period17,Period18,Period19,Period20,Period21,Period22,Period23,Period24,Period25,Period26,Period27,Period28,Period29,Period30,Period31,Period32,Period33,Period34,Period35,Period36,Period37,Period38,Period39,Period40,Period41,Period42,Period43,Period44,Period45,Period46,Period47,Period48,SeqNo,Locked,SettlementCase
NSLP,VICAGL,13/08/2007,12/12/2007 22:01,101698.567,95302.582,94249.51,89521.871,85042.702,81724.424,78649.175,76338.004,75725.363,76551.599,79275.782,85050.925,98572.785,114880.767,130580.336,140163.668,143818.773,141487.193,141487.862,138279.4,136664.484,137304.158,137102.427,135930.502,135275.999,133313.507,134619.774,132701.372,131038.675,127706.346,124374.373,125110.605,128454.277,133399.985,143703.832,161041.409,180480.147,184502.184,182612.359,179154.64,174981.605,170953.172,163590.382,152587.059,138479.535,124668.174,123798.634,113154.86,114,Y,1984
NSLP,VICAGL,14/08/2007,12/12/2007 22:01,104414.282,96645.556,96607.943,92400.749,88306.595,84213.805,81602.071,80146.393,79633.603,80371.121,84007.353,90782.063,104984.099,123061.314,138805.894,148531.556,146612.107,142200.213,143555.049,141095.807,136153.579,131608.428,127945.335,124504.615,121997.778,118275.772,117559.955,115597.478,113111.52,110582.032,109104.606,109778.647,113118.884,118611.057,128774.992,145805.746,165702.474,171845.495,173813.976,172861.396,169911.874,165358.877,157782.627,147488.292,134622.69,121944.997,120888.688,110782.825,115,Y,1984
NSLP,VICAGL,15/08/2007,12/12/2007 22:01,101820.089,94603.513,94457.162,90130.643,85777.336,82288.423,79968.128,78506.257,78284.861,79031.14,82556.84,89709.953,103867.701,121222.197,136642.301,145394.04,143612.098,137807.739,136887.146,132625.096,127961.685,123359.251,119915.243,117019.449,115284.273,113123.081,114231.113,114538.877,114366.754,113635.511,112338.024,111656.585,114321.582,118009.646,126864.763,144146.317,161948.079,167392.373,167210.817,165942.597,162192.28,158080.152,151817.249,142338.682,129909.237,116611.242,116955.568,107343.696,116,Y,1984
NSLP,VICAGL,16/08/2007,12/12/2007 22:01,98551.196,92370.46,91991.691,87227.7,82956.619,79726.999,77361.68,75716.486,75196.173,75916.535,79546.99,85631.458,99262.511,115948.339,131861.938,140571.418,140897.172,134742.84,136962.485,136520.083,135224.101,134142.157,133726.216,133048.751,132195.254,130766.677,131847.226,131094.619,129294.731,126606.175,121988.606,118671.383,118939.509,124723.934,135766.445,152980.594,164582.344,167355.058,167020.695,164425.266,160511.571,155480.811,147758.5,139591.926,128734.412,117452.937,117996.755,106285.642,117,Y,1984
NSLP,VICAGL,17/08/2007,12/12/2007 22:01,96867.855,89524.738,88660.584,84276.973,79627.957,76256.136,74191.982,72485.815,71743.297,72492.874,75501.866,81414.097,94023.041,109503.138,125235.776,133472.222,134983.979,131774.812,132978.546,130696.38,127520.963,124031.041,119507.816,118904.466,120919.179,120730.483,121920.035,121968.313,120307.184,118242.939,116439.001,115747.963,115902.208,120836.705,133263.272,149760.542,159998.125,161389.139,159562.901,156347.401,152491.728,148273.988,142435.554,136421.913,129756.227,123105.426,127479.042,117253.251,118,Y,1984
NSLP,VICAGL,18/08/2007,12/12/2007 22:01,107164.286,99263.749,97356.759,91369.475,85828.463,80755.574,77866.585,75611.463,74430.118,73562.761,74264.977,76286.568,80497.545,85106.262,92235.991,101553.037,110976.78,116971.864,122284.607,122512.634,122648.885,120876.945,117349.072,115843.144,115276.903,114424.576,114551.534,112449.388,109741.114,109404.388,110202.41,111514.313,112279.74,115993.381,125152.753,141729.335,155784.146,157127.697,153499.118,148291.135,144172.026,140061.992,134494.67,129305.794,123029.804,117200.269,123359.392,114908.413,119,Y,1984
NSLP,VICAGL,19/08/2007,13/12/2007 22:01,106691.478,99353.709,97099.062,90481.367,84499.137,80526.329,77914.672,75288.136,73830.826,73099.426,72973.903,73721.835,75582.13,77578.323,81496.137,87655.675,97593.463,106809.016,113408.823,117423.121,120294.269,119748.258,118616.067,116486.02,114298.077,113137.62,113042.108,110038.317,106204.852,102656.701,100563.669,100340.806,102363.426,109389.257,120525.771,137785.637,158537.406,166603.145,165445.937,162160.517,159803.635,156393.25,150442.4,141881.392,130661.605,119690.91,120165.632,109971.63,113,Y,1985
NSLP,VICAGL,20/08/2007,13/12/2007 22:01,101814.188,95447.038,94774.167,89085.086,84605.205,81129.708,78393.43,76493.232,76563.759,78186.714,81150.785,87365.92,100577.449,117978.422,133944.261,142800.351,143321.65,139281.042,139207.984,136237.698,131317.747,126848.25,122291.183,119295.515,116483.188,113439.405,112602.988,111475.609,110905.848,109731.186,108089.763,109070.437,112855.862,118592.305,130480.442,150277.685,168622.789,173217.479,172165.888,168662.092,164423.319,159968.246,153804.9,143385.068,129465.669,116902.238,117110.095,105851.51,114,Y,1985
NSLP,VICAGL,21/08/2007,13/12/2007 22:01,96402.614,89422.009,88910.4,83906.466,79223.463,75645.035,73313.807,71871.457,71440.51,71986.073,74661.976,81047.075,93528.967,109105.138,124487.164,132144.46,133134.802,129921.309,133226.414,133595.893,132758.876,131328.303,128332.483,124722.563,121610.414,118244.148,118360.074,116872.113,115344.22,113687.751,113984.098,116213.564,119565.847,126533.552,141422.738,153527.54,164975.031,169364.435,167904.363,166203.71,163155.558,158438.405,151519.627,141304.722,128291.321,115731.479,116386.653,107300.359,115,Y,1985
NSLP,VICAGL,22/08/2007,13/12/2007 22:01,98665.797,92033.718,92025.299,87505.522,83284.767,79556.475,77272.177,75601.249,75533.983,76565.796,80427.055,86714.286,100831.083,117477.619,131432.422,139527.16,137731,132109.27,131874.21,128815.796,124642.789,121165.595,117788.513,115762.758,113505.747,110319.986,109694.393,107737.454,106191.579,104668.106,103259.504,104777.144,108704.371,114311.533,125830.752,142503.618,159873.105,166377.825,166302.618,164127.443,161160.285,157356.507,151043.5,142024.54,129395.207,116790.683,117151.14,107080.703,116,Y,1985
NSLP,VICAGL,23/08/2007,13/12/2007 22:01,98796.953,92229.253,91438.901,87136.418,83092.005,79964.92,77855.631,76047.615,75580.956,76046.158,79288.449,85614.74,99322.663,115819.956,130285.037,138223.768,137588.206,132610.436,133025.826,130346.645,125292.099,120691.534,117641.157,114835.909,112285.79,109412.867,109976.012,109181.064,109103.737,108290.612,106785.461,107277.927,109751.834,113300.29,119472.792,132873.831,152176.499,160478.589,162167.094,160860.328,158457.126,155158.635,148673.12,139923.223,128339.153,117379.266,117288.692,106598.279,117,Y,1985
NSLP,VICAGL,24/08/2007,13/12/2007 22:01,97465.802,90290.264,89807.629,84692.391,79904.1,76522.184,74006.616,72649.18,72133.984,72759.326,75508.083,81060.974,94034.184,109854.534,122900.644,130421.001,127045.302,122800.488,121889.468,117860.895,113337.786,110077.247,107483.83,106168.949,104557.512,101767.335,100815.985,98590.724,97318.894,95933.711,94144.417,94356.644,96217.554,98718.658,103741.148,114775.159,132000.349,139691.552,139590.711,138311.472,135996.289,133466.453,128696.69,123502.926,117593.595,112088.698,116842.669,107577.684,118,Y,1985
NSLP,VICAGL,25/08/2007,13/12/2007 22:01,96747.717,88480.518,86621.325,81289.436,76301.136,72640.287,69673.235,66334.182,65576.66,65012.375,66276.998,68364.324,71994.818,76790.129,82350.324,89887.36,96399.257,101040.63,106180.824,106059.422,103657.512,102495.503,101295.011,99248.193,96791.824,94193.295,92308.618,89658.557,87406.475,86334.298,85460.185,85633.461,86330.224,89638.975,96354.457,107272.27,122285.605,127880.85,125040.23,121449.611,118255.279,115266.224,111971.904,107962.209,102920.44,98544.091,105848.311,99586.007,119,Y,1985
NSLP,VICAGL,26/08/2007,20/12/2007 22:01,90719.925,83350.187,81585.701,76156.503,71623.06,67418.394,64029.944,61655.339,60485.154,59637.357,59616.336,60211.439,62741.554,65522.457,69059.631,73808.659,82182.105,87262.655,92434.307,93366.713,95608.663,94306.66,92146.813,90702.891,88365.771,85974.295,84428.751,82131.654,80122.504,79210.655,78994.634,79414.594,80204.445,83303.48,89258.086,100734.365,118135.627,126052.352,125070.349,122272.143,120417.102,118003.609,113465.176,107540.393,100369.139,91448.398,97477.921,89360.034,113,Y,1989
NSLP,VICAGL,27/08/2007,20/12/2007 22:01,81111.326,75475.761,75694.931,71220.04,66912.447,64178.296,61986.489,60853.222,60384.015,60816.971,64639.356,70517.614,81899.736,95731.441,105862.896,111643.692,109448.814,104369.634,104358.126,102512.985,100672.878,98820.514,97723.493,97869.2,97532.909,96115.065,95674.026,94635.221,94672.103,94537.842,93371.763,94317.241,96080.783,99292.585,104288.345,111127.086,125302.233,130759.125,129098.432,126079.382,122098.072,117579.927,112325.849,105829.793,97510.188,90145.013,93950.556,86503.497,114,Y,1989
NSLP,VICAGL,28/08/2007,20/12/2007 22:01,78264.927,71659.748,72037.955,67933.256,64027.605,60852.017,58591.328,57264.769,56706.759,56883.615,59059.384,63427.826,73015.887,86128.713,95631.454,100907.446,98153.895,94005.382,94816.955,94812.392,94560.825,94608.416,93910.901,94677.211,95006.05,93656.236,93844.221,93798.6,94083.057,93719.987,92481.718,94242.325,97955.554,101669.203,107071.646,116383.53,128246.687,134151.794,133426.5,130223.475,126605.398,122713.295,117349.211,109980.971,100950.639,92573.533,95996.712,88332.96,115,Y,1989
NSLP,VICAGL,29/08/2007,20/12/2007 22:01,80353.147,73742.527,74048.928,70068.258,66060.062,62637.289,60559.476,59365.362,59000.688,59350.162,62089.019,67249.32,78074.459,91698.915,100585.221,104926.02,103379.345,99171.177,99586.528,98367.256,97320.695,96108.252,95860.261,95630.057,95566.008,94296.455,94125.545,93731.204,93539.009,93167.382,92300.369,92721.424,94921.433,97484.836,102507.141,111116.574,125933.894,135100.858,135969.403,134092.313,131382.598,127640.072,122822.901,115537.272,106198.802,96513.59,100051.423,92253.194,116,Y,1989
NSLP,VICAGL,30/08/2007,20/12/2007 22:01,84042.584,78451.939,78454.6,74092.973,70220.333,67359.973,65174.305,63661.737,63339.585,63741.702,66065.931,71345.222,83156.167,96422.689,105456.325,109140.49,106915.914,101740.826,101859.05,100533.8,99063.247,97616.871,96313.271,96098.977,95778.267,94615.619,94122.799,93734.149,93969.35,93374.121,92204.116,92379.968,95106.619,96927.324,100390.936,107684.114,121149.738,129491.23,129525.645,126725.644,123415.893,119947.639,113787.834,107432.158,99082.243,91695.494,96690.197,88260.388,117,Y,1989
NSLP,VICAGL,31/08/2007,20/12/2007 22:01,79747.744,73141.142,73374.53,68382.423,64754.582,61646.862,59430.195,57694.075,56785.546,57101.255,59011.528,63311.071,72258.041,85843.173,94204.181,101583.532,100277.019,96499.948,99548.277,102653.867,102185.775,102024.833,101797.992,102599.68,103512.511,102909.674,103373.162,103599.315,104088.515,102764.232,101969.397,103065.409,106443.878,111820.146,120739.919,132244.536,144032.833,148168.044,147192.807,145800.781,142729.578,139228.735,133623.762,127418.562,121116.057,114806.536,119884.488,109763.913,118,Y,1989
NSLP,VICAGL,01/09/2007,20/12/2007 22:01,99524.378,92217.122,90566.439,84856.307,79549.67,75642.676,72824.169,70846.528,69642.144,69501.57,70214.321,72042.36,76724.691,81739.608,86218.667,94782.442,102740.132,106628.649,110226.093,108490.702,106266.128,103469.043,100561.138,98114.704,95729.487,93020.034,92063.899,89458.13,86128.965,84752.35,84394.614,84571.2,85727.378,89385.913,95595.631,107859.087,125369.205,135639.781,135207.162,132221.04,129081.99,126500.905,122903.518,118887.08,113185.247,107810.034,114702.558,108119.034,119,Y,1989
NSLP,VICAGL,02/09/2007,31/12/2007 22:01,100179.546,93435.548,92083.905,86125.932,80185.971,76174.086,73032.489,70629.847,68991.989,68189.741,68170.627,68972.91,71319.413,74456.035,76265.521,82762.978,89460.128,94035.209,96770.022,97568.475,97598.169,96008.657,94781.433,92720.777,90154.46,87331.449,85531.465,83411.909,81891.107,81158.355,81056.832,81338.279,83414.377,88077.289,95407.256,106620.191,119882.466,129874.728,130338.354,129161.982,128050.184,125858.685,121929.092,115828.542,107623.611,98097.675,101101.355,93205.829,113,Y,1994
NSLP,VICAGL,03/09/2007,31/12/2007 22:01,85533.508,79593.775,79315.418,74855.211,71131.498,67689.955,65418.865,63960.498,63236.309,63823.684,65463.719,70999.693,82467.942,97088.866,106863.181,112862.82,112202.81,109514.346,109723.87,108578.422,107561.214,107625.086,107311.786,107326.54,107768.06,108057.283,109533.772,108820.469,111157.622,112938.577,115544.137,120388.752,125618.184,133717.392,142900.518,153032.512,164154.963,170408.827,168934.708,165492.603,160109.421,154407.926,146328.707,136473.819,122801.042,110546.276,111395.269,101872.84,114,Y,1994
NSLP,VICAGL,04/09/2007,31/12/2007 22:01,93770.561,87552.818,87472.847,82585.066,78503.654,75118.289,72655.196,70940.333,70377.562,70964.17,73563.535,79790.908,92488.6,108064.397,117605.519,123525.521,120967.418,115723.853,115745.349,114369.388,112584.166,112065.292,111156.374,109961.067,108563.852,106119.839,105404.794,103572.594,102545.566,101154.854,99477.55,100073.209,103453.703,107242.111,114359.936,126427.097,144784.946,157587.035,159389.07,158060.012,155484.25,151365.489,144819.758,135040.175,122400.224,110442.117,110510.435,101849.911,115,Y,1994
NSLP,VICAGL,05/09/2007,31/12/2007 22:01,93952.14,87284.49,88051.969,83543.519,79558.977,76414.873,74632.019,72903.699,72808.452,73524.711,77009.023,83895.676,97192.265,114005.811,125591.981,132293.971,129788.019,123719.243,123350.343,119420.078,115376.6,112707.665,109855.252,108042.18,106279.901,103327.052,102517.365,100809.817,99151.613,97572.444,95991.238,96888.95,99331.814,103212.022,109167.457,119388.417,136682.046,150106.448,152129.647,150905.202,149184.473,146099.703,140586,131459.716,120076.305,108994.775,110362.473,100657.616,116,Y,1994
NSLP,VICAGL,06/09/2007,31/12/2007 22:01,91567.446,84982.72,85136.041,80912.877,76633.231,73592.664,72006.559,70464.964,70049.869,70755.623,74069.832,80920.299,93790.692,110029.956,119963.537,125740.931,122842.319,116432.801,115069.74,111855.59,108211.045,106096.159,104172.69,103120.211,102250.957,100218.522,99795.625,98622.733,97855.789,96681.025,95429.313,96022.142,98259.692,101391.838,106072.138,115077.912,130387.914,141903.126,144762.426,143867.077,141808.707,138717.623,133834.238,127717.335,118053.889,108013.521,109678.303,99785.251,117,Y,1994
NSLP,VICAGL,07/09/2007,31/12/2007 22:01,90383.47,82824.127,82955.868,78263.762,74387.792,71038.5,69096.708,67578.125,66847.554,67573.7,70276.128,76083.279,88327.632,103643.395,113992.92,121621.263,120938.366,116313.149,114770.438,111589.157,108246.241,105846.134,103859.368,102012.391,100670.984,98536.954,96983.33,95665.289,94744.657,93598.768,92444.986,93183.405,95486.306,97193.904,100703.42,108251.584,121100.276,130796.338,131966.621,129988.001,127606.723,124812.269,119850.827,114584.398,109538.557,104277.018,107494.848,99497.08,118,Y,1994
NSLP,VICAGL,08/09/2007,31/12/2007 22:01,90559.18,83168.244,82130.575,76436.317,72441.35,68747.44,65782.882,64240.877,63615.457,64134.431,65170.196,67840.859,71640.257,77615.786,81716.887,89525.53,95905.324,99434.937,101638.742,100315.588,98769.056,96548.935,95049.261,93976.929,92916.022,90755.984,88917.887,87590.976,86103.439,85086.716,84423.114,84551.641,85332.967,87830.636,91307.269,99570.128,113597.974,124648.304,124411.636,120942.433,118150.245,115925.51,112559.995,108888.807,103629.337,99239.233,106925.429,100352.056,119,Y,1994
NSLP,VICAGL,09/09/2007,04/01/2008 22:01,93758.41,86571.037,85343.533,79726.549,75163.82,71411.419,68475.42,66315.729,65094.483,64549.181,64848.033,65759.334,67279.762,70452.576,71694.763,77267.578,82646.832,86660.588,89454.083,90479.766,91092.482,89840.055,89283.674,88429.261,87374.755,85563.801,84230.856,82151.999,80849.235,80119.741,80028.083,80736.081,82143.438,86924.294,93707.346,104269.781,118339.917,128412.933,128663.953,126101.467,123186.273,120068.401,115751.265,108999.876,101715.698,93629.604,97216.214,88800.452,113,Y,1999
NSLP,VICAGL,10/09/2007,04/01/2008 22:01,80862.671,75042.167,74857.079,70296.481,66864.941,63688.496,61061.458,59439.018,58826.594,59409.697,61431.475,66115.917,76974.565,90670.957,98237.028,104522.644,103863.14,99203.005,99385.769,98833.295,97874.607,96958.922,96778.665,97072.699,97977.874,97172.34,96546.741,96423.148,96714.401,96339.889,95657.037,98648.845,107506.523,114642.003,119199.624,124796.774,136524.78,142920.254,141716.104,139088.351,134967.244,130757.977,124132.771,115538.484,105395.909,95737.204,98567.85,90288.479,114,Y,1999
NSLP,VICAGL,11/09/2007,04/01/2008 22:01,81800.488,75859.692,76131.752,71742.462,67685.954,64241.174,62181.756,60896.38,60342.267,60847.353,63304,68623.02,80341.793,96727.803,105703.814,112623.372,112891.415,109988.818,111740.771,111573.077,112050.363,111451.217,111132.582,111688.695,112731.916,114083.013,114735.02,112664.101,112922.979,114242.307,115148.905,117759.785,124263.396,130802.834,139169.317,148100.352,155506.717,157474.142,155412.652,150111.437,145853.061,140450.8,133488.03,124862.953,114112.013,103675.384,105165.086,96120.964,115,Y,1999
NSLP,VICAGL,12/09/2007,04/01/2008 22:01,87568.795,81034.642,80653.661,76271.971,71899.179,68526.248,66129.309,64701.32,63833.669,64079.572,66585.465,72206.343,84200.428,98308.076,107720.957,114955.719,114341.616,112188.909,114989.171,113700.594,111399.634,110464.021,110120.707,110703.206,111171.232,110230.153,109275.118,108033.696,106299.319,104272.066,102396.426,102399.558,104683.939,107193.76,111319.343,118687.169,133560.876,145790.777,148372.85,147184.074,144382.995,141219.69,135299.453,128151.947,118110.091,106383.982,108211.109,98967.476,116,Y,1999
NSLP,VICAGL,13/09/2007,04/01/2008 22:01,90342.483,83371.34,83511.285,78941.09,74667.666,71101.461,69206.399,67758.335,67984.455,68492.635,71321.055,76235.18,88047.344,102151.124,110440.307,115109.934,112363.552,107416.984,106823.427,104719.755,102312.381,100723.062,99817.571,100401.099,102203.574,103780.479,106015.816,104923.848,103324.625,100152.912,98266.895,97681.516,99286.921,101092.206,104128.028,110299.86,121138.667,132169.526,134148.535,132407.103,128679.683,125830.277,120149.278,113768.934,105319.864,96876.986,99957.275,90453.317,117,Y,1999
NSLP,VICAGL,14/09/2007,04/01/2008 22:01,81821.934,75687.347,75436.092,70697.113,67220.833,63410.555,60872.085,59865.485,60471.296,61101.545,62849.77,67244.666,76460.363,89486.922,96872.903,105434.195,109139.983,106885.961,109299.095,109733.901,106841.096,105541.627,104990.168,104374.541,103827.892,101712.375,100641.898,100441.226,100896.97,102248.09,104140.224,107362.099,112430.278,117494.105,126654.427,137337.229,145218.816,148526.17,147730.608,145160.823,141610.761,138270.473,132566.274,127280.617,120667.542,114003.999,119786.635,112653.542,118,Y,1999
NSLP,VICAGL,15/09/2007,04/01/2008 22:01,101137.053,91273.779,88034.759,81665.662,76201.619,72243.26,69404.255,67187.964,66703.043,66245.133,66647.485,67504.387,70863.482,75715.133,79062.927,86976.4,95127.356,100511.26,104232.217,104880.583,105807.772,104629.858,102698.562,100442.889,97828.982,95023.434,93283.203,91105.365,88951.335,87444.539,86662.567,86982.592,87917.419,91488.436,96399.27,104480.232,117344.96,128406.945,129482.485,127270.954,123750.38,121592.753,118808.808,114763.243,110595.927,106112.455,112177.515,105877.074,119,Y,1999
NSLP,VICAGL,16/09/2007,10/01/2008 22:01,97822.936,89233.556,87400.618,81702.025,76213.467,71900.658,69233.655,67310.564,66497.474,65452.782,64961.733,65261.98,66933.941,70519.949,72432.951,78807.226,86742.38,93473.708,98729.618,98500.197,98031.372,96944.651,96283.959,95138.442,93635.802,93060.35,92223.217,88989.351,86579.141,85211.778,85002.418,87795.216,92649.207,101615.883,113413.747,129757.116,139985.514,142010.616,141076.726,137439.754,135775.291,132611.63,127658.657,120554.606,110583.442,101268.68,104522.872,96523.325,113,Y,2003
NSLP,VICAGL,17/09/2007,10/01/2008 22:01,88626.988,81988.957,81655.616,77089.584,73087.035,69460.975,67305.704,66145.231,66283.348,66614.867,68487.295,73305.757,84931.324,98475.298,108921.748,117284.812,118474.844,114370.197,115595.298,115953.719,116558.6,116243.829,113454.81,111588.661,109865.018,107518.072,106982.854,105136.309,104207.863,103046.251,101609.723,101838.746,104315.102,107578.655,113089.203,121980.007,136647.446,148905.851,150888.651,148940.605,144931.666,140969.147,134468.782,125581.873,114273.887,103519.796,105360.796,96108.115,114,Y,2003
NSLP,VICAGL,18/09/2007,10/01/2008 22:01,87260.59,80978.259,80288.008,76594.962,72717.416,69106.53,67547.47,66411.484,66799.82,67775.271,70382.719,76398.923,87821.905,100943.077,109123.796,114739.887,113323.438,108798.83,108983.963,106530.3,104598.206,103520.438,102352.872,101198.092,99710.328,97535.844,96873.279,95797.972,95458.112,94331.235,92600.555,93400.415,95585.068,98208.638,102530.507,109189.602,121538.465,132819.675,135537.902,134054.96,132031.75,129442.904,123830.735,116155.207,106250.574,96821.85,99453.614,91065.724,115,Y,2003
NSLP,VICAGL,19/09/2007,10/01/2008 22:01,83091.872,76421.174,76216.273,71627.069,67306.66,64351.143,62433.013,61354.437,61492.037,61780.772,63853.316,68746.639,80709.484,93219.368,102068.335,109473.914,112653.144,112088.856,115079.239,115572.421,113225.732,112526.808,111892.508,110357.198,109854.459,107823.683,106897.532,104644.221,103671.47,102616.857,101296.896,103353.551,110789.223,117202.949,123167.628,125569.604,130633.303,140259.45,142235.997,140753.543,138318.679,134720.368,129125.015,121501.751,111389.51,101613.139,103914.371,95108.949,116,Y,2003
NSLP,VICAGL,20/09/2007,10/01/2008 22:01,86240.994,79508.404,79387.6,74827.045,70676.513,67682.327,65764.322,64494.115,64999.959,65264.935,67478.488,73067.735,84830.139,96943.48,106178.574,114272.108,115548.514,112894.254,112018.019,109659.384,107299.153,106121.894,105173.407,104983.999,105092.092,104476.766,104739.042,103748.049,101836.442,101261.891,99795.047,100865.643,103853.72,106711.995,111447.749,121073.914,134545.549,144486.125,146377.874,145111.002,141796.836,138026.404,132190.334,124418.162,113967.773,104296.28,105782.409,96246.206,117,Y,2003
NSLP,VICAGL,21/09/2007,10/01/2008 22:01,87131.179,79931.527,79552.899,75089.608,70636.019,67496.607,65234.52,63987.297,63973.766,64054.834,66431.955,71488.027,81927.848,93652.906,101984.429,108074.081,107250.7,105867.347,106499.418,103865.643,103707.242,103406.545,102040.012,101036.78,100083.181,98943.126,98003.39,98861.186,97302.699,96345.529,97726.397,99362.678,100044.989,103388.064,109337.935,124082.931,132953.162,136758.798,137563.974,135881.161,132674.877,128978.29,125478.016,120292.912,114767.043,109389.696,112448.227,103330.252,118,Y,2003
NSLP,VICAGL,22/09/2007,10/01/2008 22:01,94038.736,85995.232,84398.511,78820.634,73940.709,70186.306,67499.964,66007.86,65686.271,65444.583,65819.521,67177.263,70846.038,75154.573,78513.101,84897.082,91222.257,96131.778,100541.871,101195.539,100382.956,98987.483,97097.772,95209.932,93017.228,91148.017,89891.59,87679.842,86009.894,84910.724,84534.294,84183.001,86588.85,90688.821,95593.891,103662.765,115868.256,129103.258,132356.047,130623.084,127649.794,124593.068,120591.222,116647.028,111250.483,106225.887,112480.489,106387.56,119,Y,2003
NSLP,VICAGL,23/09/2007,18/01/2008 22:01,98529.507,90247.638,89200.484,83626.583,78345.993,74537.797,71590.861,69779.684,68684.613,67839.476,67458.319,67616.669,69419.853,71723.176,72493.88,77306.64,82451.956,86891.199,90740.374,92847.185,93681.209,92927.73,92612.84,91527.036,90419.485,88894.534,87636.845,86087.819,84804.677,82823.822,81988.303,82961.205,84873.03,89087.426,92746.372,97541.891,110503.373,123938.94,127089.316,125532.109,123497.862,120481.321,116039.904,109988.812,101581.094,93371.587,99004.392,90968,113,Y,2009
NSLP,VICAGL,24/09/2007,18/01/2008 22:01,82156.531,75283.599,75473.236,71131.364,67052.579,63740.169,61501.27,60257.392,60258.961,60230.72,63224.874,67745.512,77060.945,85004.849,90097.619,95854.2,98980.058,100519.541,102492.175,102048.33,101402.018,101232.669,101209.358,100950.043,100370.401,99186.584,97533.369,96431.559,95738.941,95161.38,94592.847,94716.905,95404.172,97510.499,104123.907,113465.173,124294.161,135657.498,139865.506,138759.528,135150.742,132548.652,127112.744,120404.098,113094.022,105764.884,108483.142,97223.564,114,Y,2009
NSLP,VICAGL,25/09/2007,18/01/2008 22:01,87431.597,80307.422,80102.808,75362.806,70742.585,67183.466,65234.812,64251.236,63907.044,64180.913,66058.366,70482.31,80495.6,89115.275,94468.109,100635.075,103926.375,105387.745,106984.121,104976.645,102334.615,99883.605,99966.178,99476.36,98582.239,96484.094,95794.139,94342.671,93620.854,92788.467,93306.895,94373.642,95770.441,96553.128,100049.041,104956.175,115180.894,127276.355,131833.285,130501.462,128046.374,125031.787,120351.354,114051.022,105278.664,97016.149,100319.12,91791.769,115,Y,2009
NSLP,VICAGL,26/09/2007,18/01/2008 22:01,83486.803,76367.7,76105.535,71386.096,66851.621,63992.843,61559.17,60603.619,60731.306,60682.917,62550.675,66992.179,77441.117,85248.204,91757.063,99248.768,105025.449,109073.29,113251.044,114884.031,115100.02,116025.146,116929.335,115957.831,115704.787,113615.187,113222.59,112904.014,113364.799,113248.865,114029.448,115615.956,118442.36,122285.773,127451.146,134951.856,140061.53,144167.398,145651.381,142507.2,138556.794,134985.456,129102.376,121582.684,112464.21,102585.594,105810.464,97462.063,116,Y,2009
NSLP,VICAGL,27/09/2007,18/01/2008 22:01,88493.788,81456.229,81013.459,76450.671,72428.424,69110.182,66737.456,65682.526,65430.691,65667.637,67405.724,72196.487,82169.168,90718.93,94987.283,101473.792,107591.85,110085.393,112799.047,111820.955,108542.41,105826.981,104068.144,103421.334,102646.655,101835.116,101990.397,100690.383,100174.19,99989.151,98479.01,98453.199,99839.537,101087.726,103128.871,111862.342,122505.745,129914.853,133006.007,130883.503,128191.772,124805.381,118938.525,113310.471,107851.154,100674.315,105173.109,94828.522,117,Y,2009
NSLP,VICAGL,28/09/2007,18/01/2008 22:01,84703.618,77598.145,76966.034,72022.58,67701.473,64006.162,61841.669,60944.976,60557.416,60908.829,62904.664,67042.965,76465.191,83763.053,91103.095,100629.116,106833.173,110313.435,111276.052,108659.477,107302.108,106776.257,108664.935,111950.53,111921.098,111588.132,117042.633,117211.197,114214.29,112086.106,111298.59,109767.002,110077.594,111353.441,114539.71,124455.572,137233.577,146745.774,149491.167,148350.227,145764.935,142495.069,136985.472,130492.209,123573.663,115603.77,118672.92,110437.236,118,Y,2009
NSLP,VICAGL,29/09/2007,18/01/2008 22:01,101690.334,93328.935,91488.244,85781.679,80420.418,76139.667,73164.676,71442.245,70436.13,69606.146,69574.213,70021.359,70910.906,78506.991,81928.292,88201.713,95333.502,100900.452,107132.303,109271.194,109268.707,109793.362,110704.593,110308.639,108612.216,105860.635,103579.316,101898.083,100342.214,96981.474,95616.085,96107.951,96915.505,101195.105,104419.444,113446.916,123511.459,128966.237,130574.364,128713.892,125675.384,122948.043,118662.198,113558.097,107829.328,102259.047,108908.34,102421.516,119,Y,2009
NSLP,VICAGL,30/09/2007,24/01/2008 22:00,93432.731,86005.507,84230.318,78858.93,73626.185,69136.108,66033.377,64029.353,62584.675,61278.775,60725.324,61240.415,64623.73,64856.216,66141.558,71065.633,76899.955,82509.581,87865.61,91330.308,95822.043,97131.252,97156.104,96905.319,96793.8,95158.471,93384.303,91798.149,90930.817,92841.18,93889.021,96036.62,96177.832,99089.831,104299.082,118929.52,132072.767,136873.159,137049.269,134568.452,131839.663,127603.239,123447.94,116535.814,107407.94,98816.514,103066.359,95410.802,113,Y,2013
